product_id|product_name|category|subcategory|brand|sku|unit_cost_usd|unit_price_usd|gross_margin_pct|weight_kg|is_digital|is_perishable|stock_quantity|reorder_level|supplier_country|launch_date|is_active|rating_avg|review_count|tags
PROD00015|GlobalEdge Face Mask Pro|Health & Wellness|Face Mask|GlobalEdge|SKU-33799|123.11|254.91|51.7|4.68|0|0|4523|147|USA|2022-07-05|1|3.0|3646|health & wellness,face-mask,globaledge
PROD00016|HomeEssentials Body Lotion Lite|Beauty & Personal Care|Body Lotion|HomeEssentials|SKU-57021|89.37|307.05|70.9|8.04|0|0|4157|11|UAE|2019-04-28|1|3.7|2535|beauty & personal care,body-lotion,homeessentials
PROD00017|GlobalEdge Kettle Lite|Home & Kitchen|Kettle|GlobalEdge|SKU-48668|92.55|303.1|69.5|6.64|0|0|1483|21|South Africa|2021-12-15|1|3.8|3644|home & kitchen,kettle,globaledge
PROD00018|NairobiMart Bed Sheets Lite|Home & Kitchen|Bed Sheets|NairobiMart|SKU-81860|18.73|33.63|44.3|2.31|0|0|2714|129|Nigeria|2019-08-08|1|3.4|852|home & kitchen,bed-sheets,nairobimart
PROD00019|TechNova Laptop Pro|Electronics|Laptop|TechNova|SKU-56746|3.08|8.0|61.5|9.68|0|0|319|37|South Africa|2019-11-19|1|4.5|1650|electronics,laptop,technova
PROD00020|LearningLeap Educational Toy Lite|Baby & Kids|Educational Toy|LearningLeap|SKU-45690|90.48|198.11|54.3|4.64|0|1|4158|172|India|2018-01-29|1|4.8|2300|baby & kids,educational-toy,learningleap
PROD00021|LagosLux Protein Bars Pro|Food & Beverages|Protein Bars|LagosLux|SKU-85005|111.85|332.21|66.3|6.08|0|0|4869|42|UAE|2019-03-07|1|4.8|3227|food & beverages,protein-bars,lagoslux
PROD00022|EcoLife Face Cream Pro|Beauty & Personal Care|Face Cream|EcoLife|SKU-78032|34.05|96.06|64.6|6.8|0|0|1192|141|South Africa|2023-09-29|1|4.2|4473|beauty & personal care,face-cream,ecolife
PROD00023|EcoLife Coffee Maker Pro|Home & Kitchen|Coffee Maker|EcoLife|SKU-16704|145.47|346.45|58.0|7.15|0|0|70|175|China|2023-04-11|1|4.1|2434|home & kitchen,coffee-maker,ecolife
PROD00024|BrightHome Tablet Pro|Electronics|Tablet|BrightHome|SKU-50593|71.0|233.69|69.6|2.84|0|0|354|125|Nigeria|2019-11-29|1|3.1|2812|electronics,tablet,brighthome
PROD00025|EcoLife Coffee Maker Lite|Home & Kitchen|Coffee Maker|EcoLife|SKU-61249|46.76|109.84|57.4|0.41|0|0|2122|73|South Africa|2023-10-13|1|4.1|2698|home & kitchen,coffee-maker,ecolife
PROD00026|AfriShop Nail Polish Pro|Beauty & Personal Care|Nail Polish|AfriShop|SKU-66255|70.92|189.54|62.6|3.7|0|0|3690|139|India|2023-07-29|1|4.3|590|beauty & personal care,nail-polish,afrishop
PROD00027|KidzWorld Eye Shadow|Beauty & Personal Care|Eye Shadow|KidzWorld|SKU-15104|80.36|280.58|71.4|4.94|0|0|1724|24|UAE|2019-02-05|1|4.6|3814|beauty & personal care,eye-shadow,kidzworld
PROD00028|LagosLux Planner Pro|Books & Learning|Planner|LagosLux|SKU-51458|132.38|376.06|64.8|6.61|0|0|21|135|India|2022-05-08|1|3.1|1616|books & learning,planner,lagoslux
PROD00029|BrightHome Sandals Lite|Fashion|Sandals|BrightHome|SKU-89169|44.53|84.44|47.3|3.47|0|0|2728|184|China|2020-02-07|1|4.5|1132|fashion,sandals,brighthome
PROD00030|BrightHome Jeans Lite|Fashion|Jeans|BrightHome|SKU-53386|31.75|75.03|57.7|8.11|0|0|3690|49|Germany|2018-08-08|1|4.9|2012|fashion,jeans,brighthome
PROD00031|KidzWorld Coffee Maker Pro|Home & Kitchen|Coffee Maker|KidzWorld|SKU-53219|74.63|150.25|50.3|8.87|0|0|2924|90|South Africa|2021-11-12|1|5.0|343|home & kitchen,coffee-maker,kidzworld
PROD00032|AfriShop Yoga Mat|Health & Wellness|Yoga Mat|AfriShop|SKU-50523|9.02|14.78|39.0|2.73|0|0|2952|154|Germany|2023-04-10|1|3.0|1311|health & wellness,yoga-mat,afrishop
PROD00033|HomeEssentials Laptop Lite|Electronics|Laptop|HomeEssentials|SKU-29329|85.87|287.41|70.1|4.83|0|0|116|117|South Africa|2018-05-02|1|3.7|1260|electronics,laptop,homeessentials
PROD00034|PanAfri Kettle Lite|Home & Kitchen|Kettle|PanAfri|SKU-13462|136.23|345.5|60.6|3.71|0|0|3434|152|South Africa|2020-10-14|1|4.9|3039|home & kitchen,kettle,panafri
PROD00035|BrightHome Jacket|Fashion|Jacket|BrightHome|SKU-63462|122.26|258.49|52.7|2.2|0|0|54|137|UAE|2023-06-19|1|4.1|2552|fashion,jacket,brighthome
PROD00036|EcoLife Olive Oil Pro|Food & Beverages|Olive Oil|EcoLife|SKU-35124|97.99|237.64|58.8|5.81|0|1|3367|19|China|2023-10-30|1|4.4|2000|food & beverages,olive-oil,ecolife
PROD00037|TechNova Eye Shadow Pro|Beauty & Personal Care|Eye Shadow|TechNova|SKU-65586|108.97|377.52|71.1|8.91|0|0|1505|185|USA|2019-09-06|1|3.8|2762|beauty & personal care,eye-shadow,technova
PROD00038|TechNova Business Book Lite|Books & Learning|Business Book|TechNova|SKU-70585|18.31|55.37|66.9|0.34|0|0|2791|183|Kenya|2019-12-09|1|3.3|1710|books & learning,business-book,technova
PROD00039|UrbanCo Body Lotion Lite|Beauty & Personal Care|Body Lotion|UrbanCo|SKU-25008|92.91|219.26|57.6|3.89|0|0|4515|176|India|2020-08-31|1|4.6|594|beauty & personal care,body-lotion,urbanco
PROD00040|GlobalEdge Board Game Pro|Books & Learning|Board Game|GlobalEdge|SKU-29229|87.96|192.95|54.4|1.21|0|0|1837|16|UAE|2018-12-15|1|4.8|345|books & learning,board-game,globaledge
PROD00041|HomeEssentials Coffee Beans|Food & Beverages|Coffee Beans|HomeEssentials|SKU-46664|21.51|36.68|41.4|1.9|0|1|4584|92|UAE|2022-12-28|1|4.8|1190|food & beverages,coffee-beans,homeessentials
PROD00042|TechNova Business Book Pro|Books & Learning|Business Book|TechNova|SKU-13380|31.45|54.52|42.3|9.6|0|0|1371|117|China|2021-04-07|1|4.3|2995|books & learning,business-book,technova
PROD00043|BrightHome Puzzle|Books & Learning|Puzzle|BrightHome|SKU-84431|23.19|75.37|69.2|4.23|0|0|159|175|Nigeria|2020-12-22|1|4.3|2105|books & learning,puzzle,brighthome
PROD00044|GlobalEdge Knife Set Lite|Home & Kitchen|Knife Set|GlobalEdge|SKU-71508|56.18|104.31|46.1|5.0|0|0|2137|13|UAE|2018-01-15|1|4.3|2233|home & kitchen,knife-set,globaledge
PROD00045|BrightHome Eye Shadow Pro|Beauty & Personal Care|Eye Shadow|BrightHome|SKU-66882|73.35|173.26|57.7|0.96|0|0|4210|138|UAE|2019-09-20|1|3.1|4279|beauty & personal care,eye-shadow,brighthome
PROD00046|PanAfri Coffee Beans Pro|Food & Beverages|Coffee Beans|PanAfri|SKU-19332|78.36|272.43|71.2|7.1|0|1|3584|16|China|2021-10-31|1|3.9|4226|food & beverages,coffee-beans,panafri
PROD00047|AfriShop Eye Shadow Lite|Beauty & Personal Care|Eye Shadow|AfriShop|SKU-36380|52.2|152.95|65.9|0.84|0|0|3288|106|Germany|2023-04-18|0|4.1|3012|beauty & personal care,eye-shadow,afrishop
PROD00048|PanAfri Laptop Pro|Electronics|Laptop|PanAfri|SKU-32832|71.53|178.81|60.0|7.63|0|0|1093|152|South Africa|2020-09-02|0|4.3|2212|electronics,laptop,panafri
PROD00049|TechNova Self-Help Book Pro|Books & Learning|Self-Help Book|TechNova|SKU-90845|119.4|188.41|36.6|5.61|0|0|161|143|UAE|2018-01-12|0|3.1|9|books & learning,self-help-book,technova
PROD00050|TechNova Deodorant|Beauty & Personal Care|Deodorant|TechNova|SKU-71255|74.43|244.63|69.6|6.52|0|0|449|130|Germany|2018-08-27|1|3.3|4488|beauty & personal care,deodorant,technova
PROD00051|FreshFarms Webcam|Electronics|Webcam|FreshFarms|SKU-48492|110.61|293.55|62.3|4.18|0|0|2683|27|Kenya|2018-05-24|0|4.1|4|electronics,webcam,freshfarms
PROD00052|KidzWorld Vitamins|Health & Wellness|Vitamins|KidzWorld|SKU-33148|10.5|17.04|38.4|0.22|1|0|2850|180|Germany|2023-04-24|1|4.5|1881|health & wellness,vitamins,kidzworld
PROD00053|GlobalEdge Board Game Pro|Books & Learning|Board Game|GlobalEdge|SKU-91278|7.82|11.14|29.8|9.02|0|0|4940|131|Germany|2023-03-03|1|4.2|2734|books & learning,board-game,globaledge
PROD00054|StyleHub Online Course Pro|Books & Learning|Online Course|StyleHub|SKU-50531|50.23|161.78|69.0|2.62|0|0|2838|48|Nigeria|2020-11-22|1|3.2|2304|books & learning,online-course,stylehub
PROD00055|TechNova Air Fryer Pro|Home & Kitchen|Air Fryer|TechNova|SKU-67777|44.78|95.53|53.1|2.99|0|0|3001|33|India|2020-09-03|1|4.5|1882|home & kitchen,air-fryer,technova
PROD00056|StyleHub Wireless Mouse Lite|Electronics|Wireless Mouse|StyleHub|SKU-89681|120.04|267.75|55.2|4.53|0|0|3086|11|South Africa|2021-11-07|1|3.0|3750|electronics,wireless-mouse,stylehub
PROD00057|AfriShop Blood Pressure Monitor Pro|Health & Wellness|Blood Pressure Monitor|AfriShop|SKU-61247|120.59|300.75|59.9|5.21|1|0|2235|160|China|2023-10-13|1|4.9|2764|health & wellness,blood-pressure-monitor,afrishop
PROD00058|TechNova Thermometer Pro|Health & Wellness|Thermometer|TechNova|SKU-68223|28.12|82.74|66.0|2.63|0|0|4627|168|Nigeria|2020-05-06|1|3.6|1994|health & wellness,thermometer,technova
PROD00059|PanAfri Jacket Lite|Fashion|Jacket|PanAfri|SKU-21865|146.18|430.78|66.1|6.95|1|0|4244|105|Kenya|2023-12-29|1|4.3|4191|fashion,jacket,panafri
PROD00060|HomeEssentials Board Game Lite|Books & Learning|Board Game|HomeEssentials|SKU-20010|101.24|296.28|65.8|2.5|0|0|3375|40|India|2018-08-03|1|3.8|1626|books & learning,board-game,homeessentials
PROD00061|HomeEssentials Tablet Pro|Electronics|Tablet|HomeEssentials|SKU-29372|4.22|12.64|66.6|6.6|0|0|1268|98|UAE|2019-07-04|1|4.7|2428|electronics,tablet,homeessentials
PROD00062|GlobalEdge Deodorant Pro|Beauty & Personal Care|Deodorant|GlobalEdge|SKU-73474|123.93|308.06|59.8|9.22|0|0|835|193|USA|2018-09-21|1|4.6|3854|beauty & personal care,deodorant,globaledge
PROD00063|HomeEssentials Tablet|Electronics|Tablet|HomeEssentials|SKU-42493|44.17|90.13|51.0|9.36|0|0|3946|194|Germany|2023-04-28|0|4.7|660|electronics,tablet,homeessentials
PROD00064|StyleHub Diapers|Baby & Kids|Diapers|StyleHub|SKU-45576|14.54|25.95|44.0|3.51|0|0|1482|118|UAE|2022-10-19|1|3.9|3727|baby & kids,diapers,stylehub
PROD00065|HomeEssentials Webcam|Electronics|Webcam|HomeEssentials|SKU-77203|80.14|270.51|70.4|2.65|0|0|2415|27|India|2021-02-11|1|4.8|1115|electronics,webcam,homeessentials
PROD00066|SwiftBuy Nail Polish|Beauty & Personal Care|Nail Polish|SwiftBuy|SKU-88914|64.14|209.74|69.4|4.41|0|0|2726|179|Kenya|2020-05-05|1|4.8|4226|beauty & personal care,nail-polish,swiftbuy
PROD00067|ZonoTech Board Game Pro|Books & Learning|Board Game|ZonoTech|SKU-79204|19.3|61.08|68.4|2.93|0|0|4948|72|Nigeria|2021-12-02|1|4.8|572|books & learning,board-game,zonotech
PROD00068|StyleHub Jacket Pro|Fashion|Jacket|StyleHub|SKU-41456|84.49|189.62|55.4|8.69|1|0|3812|17|Nigeria|2021-10-05|1|3.9|2589|fashion,jacket,stylehub
PROD00069|LagosLux Smart Watch Lite|Electronics|Smart Watch|LagosLux|SKU-49257|58.68|98.33|40.3|2.49|1|0|3604|182|USA|2023-07-09|1|3.7|1326|electronics,smart-watch,lagoslux
PROD00070|UrbanCo Tablet Lite|Electronics|Tablet|UrbanCo|SKU-23780|70.12|226.92|69.1|1.39|1|0|4453|188|China|2023-07-07|1|3.2|3999|electronics,tablet,urbanco
PROD00071|AfriShop Deodorant Lite|Beauty & Personal Care|Deodorant|AfriShop|SKU-55444|136.21|309.74|56.0|6.26|0|0|4207|112|Nigeria|2020-08-06|1|3.5|2428|beauty & personal care,deodorant,afrishop
PROD00072|LearningLeap Hair Oil Pro|Beauty & Personal Care|Hair Oil|LearningLeap|SKU-99215|139.72|244.09|42.8|5.27|0|0|622|53|Nigeria|2022-11-08|1|4.8|2589|beauty & personal care,hair-oil,learningleap
PROD00073|PurePlus Dried Fruits Pro|Food & Beverages|Dried Fruits|PurePlus|SKU-50653|60.35|201.38|70.0|1.84|0|1|4363|83|UAE|2018-05-28|1|2.9|649|food & beverages,dried-fruits,pureplus
PROD00074|GlobalEdge Sunglasses Pro|Fashion|Sunglasses|GlobalEdge|SKU-70328|122.73|311.1|60.5|1.0|0|0|1372|63|USA|2018-03-10|1|3.8|3126|fashion,sunglasses,globaledge
PROD00075|StyleHub Thermometer Lite|Health & Wellness|Thermometer|StyleHub|SKU-72984|147.08|245.07|40.0|5.5|0|0|4436|189|South Africa|2020-02-02|1|4.0|3102|health & wellness,thermometer,stylehub
PROD00076|EcoLife Baby Clothes Pro|Baby & Kids|Baby Clothes|EcoLife|SKU-68829|24.98|61.51|59.4|5.65|0|0|655|200|China|2022-07-24|1|4.0|1817|baby & kids,baby-clothes,ecolife
PROD00077|FreshFarms Language Learning Kit Pro|Books & Learning|Language Learning Kit|FreshFarms|SKU-93441|122.55|365.72|66.5|7.07|0|0|2802|118|USA|2020-03-01|0|3.1|3710|books & learning,language-learning-kit,freshfarms
PROD00078|AfriShop First Aid Kit|Health & Wellness|First Aid Kit|AfriShop|SKU-86547|11.22|23.5|52.3|4.75|1|0|1030|128|India|2019-06-03|1|3.6|3671|health & wellness,first-aid-kit,afrishop
PROD00079|UrbanCo Baby Clothes Lite|Baby & Kids|Baby Clothes|UrbanCo|SKU-29974|107.25|327.78|67.3|3.38|0|0|4269|164|India|2023-01-17|1|5.0|316|baby & kids,baby-clothes,urbanco
PROD00080|LagosLux Diapers Lite|Baby & Kids|Diapers|LagosLux|SKU-19063|18.29|43.91|58.3|3.66|0|0|2338|112|UAE|2020-08-11|1|4.7|2812|baby & kids,diapers,lagoslux
PROD00081|ZonoTech Storage Containers Lite|Home & Kitchen|Storage Containers|ZonoTech|SKU-44675|46.66|159.91|70.8|7.49|0|0|1869|63|USA|2020-01-01|1|3.0|1335|home & kitchen,storage-containers,zonotech
PROD00082|HomeEssentials Watch Lite|Fashion|Watch|HomeEssentials|SKU-13802|91.54|195.87|53.3|0.2|0|0|1324|71|Germany|2021-07-05|1|4.1|2285|fashion,watch,homeessentials
PROD00083|StyleHub Stroller Lite|Baby & Kids|Stroller|StyleHub|SKU-52340|43.36|105.16|58.8|2.14|0|0|386|67|India|2023-09-27|1|3.1|4133|baby & kids,stroller,stylehub
PROD00084|NairobiMart Art Supplies|Books & Learning|Art Supplies|NairobiMart|SKU-65613|130.47|285.66|54.3|5.54|1|0|4490|29|China|2018-03-11|0|3.6|1789|books & learning,art-supplies,nairobimart
PROD00085|WellnessPlus Smart Watch|Electronics|Smart Watch|WellnessPlus|SKU-26947|44.19|136.86|67.7|6.4|0|0|1357|140|UAE|2018-10-18|0|4.8|2996|electronics,smart-watch,wellnessplus
PROD00086|StyleHub Safety Gate Pro|Baby & Kids|Safety Gate|StyleHub|SKU-86200|100.03|217.36|54.0|6.71|0|0|2790|155|South Africa|2022-02-28|0|2.9|2806|baby & kids,safety-gate,stylehub
PROD00087|EcoLife Shampoo Lite|Beauty & Personal Care|Shampoo|EcoLife|SKU-68079|104.18|230.46|54.8|1.24|0|0|2344|29|India|2021-11-14|0|4.3|1073|beauty & personal care,shampoo,ecolife
PROD00088|PanAfri Jacket Lite|Fashion|Jacket|PanAfri|SKU-79414|121.92|186.49|34.6|6.49|0|0|608|110|South Africa|2019-01-30|1|4.1|1515|fashion,jacket,panafri
PROD00089|UrbanCo Hair Oil|Beauty & Personal Care|Hair Oil|UrbanCo|SKU-29521|125.34|273.99|54.3|0.69|0|0|1110|131|Nigeria|2020-12-09|1|2.9|4480|beauty & personal care,hair-oil,urbanco
PROD00090|UrbanCo Handbag Pro|Fashion|Handbag|UrbanCo|SKU-99548|142.81|256.48|44.3|8.6|0|0|750|53|Germany|2021-03-16|1|4.3|1640|fashion,handbag,urbanco
PROD00091|EcoLife Storage Containers Pro|Home & Kitchen|Storage Containers|EcoLife|SKU-85481|45.57|143.75|68.3|2.58|0|0|725|151|China|2022-01-21|1|4.3|2896|home & kitchen,storage-containers,ecolife
PROD00092|BrightHome Bed Sheets Lite|Home & Kitchen|Bed Sheets|BrightHome|SKU-72711|88.7|135.57|34.6|6.12|0|0|1116|177|India|2019-09-23|1|3.7|707|home & kitchen,bed-sheets,brighthome
PROD00093|NairobiMart Deodorant|Beauty & Personal Care|Deodorant|NairobiMart|SKU-40569|143.36|436.05|67.1|2.69|0|0|3005|131|Kenya|2020-04-07|1|4.5|3542|beauty & personal care,deodorant,nairobimart
PROD00094|WellnessPlus Lipstick|Beauty & Personal Care|Lipstick|WellnessPlus|SKU-26832|65.85|149.72|56.0|1.25|0|0|212|52|Kenya|2020-04-14|1|5.0|323|beauty & personal care,lipstick,wellnessplus
PROD00095|UrbanCo Herbal Tea Lite|Food & Beverages|Herbal Tea|UrbanCo|SKU-88950|90.03|183.77|51.0|0.6|0|0|575|158|Nigeria|2022-08-16|1|3.6|1542|food & beverages,herbal-tea,urbanco
PROD00096|LagosLux Laptop|Electronics|Laptop|LagosLux|SKU-97910|102.39|330.17|69.0|2.25|0|0|4600|196|India|2019-01-21|1|3.1|3531|electronics,laptop,lagoslux
PROD00097|KidzWorld Educational Toy Pro|Baby & Kids|Educational Toy|KidzWorld|SKU-19070|10.91|22.16|50.8|9.12|0|0|1783|186|Kenya|2019-04-17|1|4.5|3925|baby & kids,educational-toy,kidzworld
PROD00098|AfriShop Spice Mix Lite|Food & Beverages|Spice Mix|AfriShop|SKU-30825|50.2|161.66|68.9|0.33|0|1|2158|161|South Africa|2022-10-27|1|3.9|2097|food & beverages,spice-mix,afrishop
PROD00099|KidzWorld Thermometer Pro|Health & Wellness|Thermometer|KidzWorld|SKU-75002|116.18|246.81|52.9|4.59|0|0|1257|101|UAE|2019-09-15|1|4.6|1711|health & wellness,thermometer,kidzworld
PROD00100|TechNova Hair Oil Lite|Beauty & Personal Care|Hair Oil|TechNova|SKU-20070|6.84|12.39|44.8|1.02|0|0|449|90|UAE|2018-05-07|0|4.5|3105|beauty & personal care,hair-oil,technova
PROD00101|AfriShop Baby Monitor|Baby & Kids|Baby Monitor|AfriShop|SKU-89630|65.41|211.03|69.0|2.88|0|0|3251|111|India|2019-07-15|0|3.3|3778|baby & kids,baby-monitor,afrishop
PROD00102|ZonoTech Smartphone Lite|Electronics|Smartphone|ZonoTech|SKU-13463|75.49|223.34|66.2|5.84|0|0|538|80|China|2022-09-20|1|3.2|2443|electronics,smartphone,zonotech
PROD00103|ZonoTech Smart Watch Pro|Electronics|Smart Watch|ZonoTech|SKU-74345|120.46|271.4|55.6|3.0|0|0|4437|187|India|2019-12-02|1|3.5|42|electronics,smart-watch,zonotech
PROD00104|KidzWorld Dried Fruits Pro|Food & Beverages|Dried Fruits|KidzWorld|SKU-81006|30.42|76.1|60.0|8.4|0|1|2766|200|Germany|2021-12-29|1|4.7|1733|food & beverages,dried-fruits,kidzworld
PROD00105|LagosLux Dried Fruits Pro|Food & Beverages|Dried Fruits|LagosLux|SKU-38150|134.44|457.78|70.6|9.2|0|1|1926|119|UAE|2020-04-24|1|3.9|3247|food & beverages,dried-fruits,lagoslux
PROD00106|SwiftBuy Backpack|Fashion|Backpack|SwiftBuy|SKU-40852|24.37|46.43|47.5|4.17|0|0|4250|89|Nigeria|2022-09-21|1|3.4|3528|fashion,backpack,swiftbuy
PROD00107|PurePlus First Aid Kit Pro|Health & Wellness|First Aid Kit|PurePlus|SKU-27074|17.44|32.87|46.9|0.48|0|0|3746|95|South Africa|2019-11-22|1|3.9|305|health & wellness,first-aid-kit,pureplus
PROD00108|PurePlus Air Fryer|Home & Kitchen|Air Fryer|PurePlus|SKU-45304|55.68|113.25|50.8|2.61|1|0|3599|55|Kenya|2021-06-30|1|4.3|560|home & kitchen,air-fryer,pureplus
PROD00109|StyleHub Air Fryer Lite|Home & Kitchen|Air Fryer|StyleHub|SKU-35984|82.24|135.56|39.3|8.79|1|0|4230|165|USA|2022-06-26|1|2.8|2726|home & kitchen,air-fryer,stylehub
PROD00110|BrightHome Face Mask Pro|Health & Wellness|Face Mask|BrightHome|SKU-43843|107.26|210.89|49.1|1.84|0|0|2021|107|Germany|2020-08-06|1|3.0|2186|health & wellness,face-mask,brighthome
PROD00111|SwiftBuy Baby Clothes Lite|Baby & Kids|Baby Clothes|SwiftBuy|SKU-46806|45.64|140.5|67.5|9.92|0|1|3360|118|China|2018-02-06|1|2.8|706|baby & kids,baby-clothes,swiftbuy
PROD00112|StyleHub Toys|Baby & Kids|Toys|StyleHub|SKU-38907|97.6|164.86|40.8|9.69|0|0|2187|185|USA|2019-02-10|1|4.4|3645|baby & kids,toys,stylehub
PROD00113|TechNova Baby Monitor Lite|Baby & Kids|Baby Monitor|TechNova|SKU-17255|120.28|226.93|47.0|9.43|0|0|3694|15|India|2020-11-25|1|4.4|696|baby & kids,baby-monitor,technova
PROD00114|FreshFarms Storage Containers Lite|Home & Kitchen|Storage Containers|FreshFarms|SKU-44029|7.87|12.89|38.9|8.58|0|0|157|71|Germany|2023-12-02|1|4.0|1546|home & kitchen,storage-containers,freshfarms
PROD00115|WellnessPlus T-Shirt|Fashion|T-Shirt|WellnessPlus|SKU-84765|7.99|22.78|64.9|3.37|0|0|2747|191|Kenya|2021-06-02|1|4.1|2911|fashion,t-shirt,wellnessplus
PROD00116|UrbanCo Coffee Maker|Home & Kitchen|Coffee Maker|UrbanCo|SKU-21081|93.12|206.09|54.8|9.81|0|0|3899|188|South Africa|2022-11-18|1|3.6|4100|home & kitchen,coffee-maker,urbanco
PROD00117|ZonoTech Vitamins Pro|Health & Wellness|Vitamins|ZonoTech|SKU-18760|19.5|66.89|70.8|6.52|0|0|2219|88|UAE|2021-03-11|1|3.5|1508|health & wellness,vitamins,zonotech
PROD00118|BrightHome Sunglasses Pro|Fashion|Sunglasses|BrightHome|SKU-82194|102.1|317.92|67.9|2.36|0|0|2281|197|UAE|2019-01-09|1|4.3|378|fashion,sunglasses,brighthome
PROD00119|NairobiMart Vitamins Pro|Health & Wellness|Vitamins|NairobiMart|SKU-23558|68.41|162.59|57.9|1.34|0|0|2325|172|South Africa|2023-01-11|1|3.0|1961|health & wellness,vitamins,nairobimart
PROD00120|PurePlus Vitamins Pro|Health & Wellness|Vitamins|PurePlus|SKU-49549|131.47|398.91|67.0|5.64|0|0|2362|54|India|2021-07-07|1|4.5|4438|health & wellness,vitamins,pureplus
PROD00121|SwiftBuy Online Course Pro|Books & Learning|Online Course|SwiftBuy|SKU-57081|74.06|208.59|64.5|8.61|0|0|4700|152|Kenya|2020-05-02|1|3.1|2668|books & learning,online-course,swiftbuy
PROD00122|PurePlus Jeans Lite|Fashion|Jeans|PurePlus|SKU-54780|96.67|328.31|70.6|5.22|0|0|530|144|UAE|2018-06-03|1|3.9|2274|fashion,jeans,pureplus
PROD00123|ZonoTech Protein Powder|Health & Wellness|Protein Powder|ZonoTech|SKU-19970|74.68|195.02|61.7|3.08|0|0|2085|107|Kenya|2019-02-27|0|4.7|1975|health & wellness,protein-powder,zonotech
PROD00124|WellnessPlus Face Cream Pro|Beauty & Personal Care|Face Cream|WellnessPlus|SKU-49580|56.4|114.9|50.9|8.74|0|0|4228|149|South Africa|2020-01-27|1|5.0|3955|beauty & personal care,face-cream,wellnessplus
PROD00125|HomeEssentials Tablet|Electronics|Tablet|HomeEssentials|SKU-71440|102.18|351.47|70.9|5.65|0|0|1204|97|India|2019-12-08|1|3.0|708|electronics,tablet,homeessentials
PROD00126|ZonoTech Sandals|Fashion|Sandals|ZonoTech|SKU-86749|83.94|146.32|42.6|0.7|0|0|3324|115|China|2019-08-31|1|3.6|1665|fashion,sandals,zonotech
